exposure,sex,age,deaths,pys
0,2,74,1,53.9064884226725
0,1,75,7,309.839989356358
0,2,75,3,60.2063003616599
0,1,76,13,205.011803369362
0,2,76,1,67.2427557611284
0,1,77,5,300.517485884665
0,2,77,1,69.1871465711671
0,1,78,0,286.356310266768
0,2,78,0,52.9243703920102
0,1,79,5,109.928936043913
0,2,79,0,27.3235474673662
0,1,80,11,75.564115939917
0,2,80,4,49.1193164778898
0,1,81,2,130.856529786665
0,2,81,0,18.7133790611208
0,1,82,6,31.796744724139
0,2,82,1,15.3149420245688
0,1,83,3,48.7195675598781
0,2,83,0,24.2587918928822
0,1,84,2,31.2596619389383
0,2,84,0,14.9539605760153
0,1,85,4,38.7450807117612
0,2,85,0,15.1033704503432
0,1,86,4,19.0898279272989
0,2,86,0,21.2031890660139
0,1,87,3,17.5023477657346
0,2,87,0,21.9131250231367
0,1,88,0,8.00158266273517
0,2,88,0,15.4763655389039
0,1,89,1,7.4172824737194
0,2,89,0,29.5124879064038
0,1,90,1,3.43336684251579
0,2,90,1,9.68801561043343
0,1,91,1,1.38577813235908
0,2,91,4,8.12866366820573
0,1,92,0,1.76633720800326
0,2,92,2,13.2622161283442
0,2,93,0,7.26654754413334
0,2,94,4,5.55163503486642
0,2,95,1,5.15343578504809
0,2,96,0,1.47140374495466
0,2,97,2,1.78860422266865
0,2,98,0,1.00611166834267
0,2,99,0,0.666141547171648
0,2,100,0,0.883619571969262
0,2,101,0,0.937728793399425
0,2,102,0,0.795461302702072
0,2,103,0,0.937985213176342
0,2,104,1,0.141444604736017
1,1,18,3,8269.41472722952
1,2,18,0,1153.77163847492
1,1,19,0,8158.13871318238
1,2,19,0,1308.03153037878
1,1,20,0,5163.81281518945
1,2,20,0,1488.29961908651
1,1,21,0,2405.71307746724
1,2,21,1,591.973448917568
1,1,22,2,1525.15265911704
1,2,22,0,464.928980110627
1,1,23,7,1502.23730698552
1,2,23,0,1163.22934714156
1,1,24,0,2389.6060009308
1,2,24,0,614.907813545258
1,1,25,0,2034.40840813041
1,2,25,0,592.015002879919
1,1,26,2,1142.77235109479
1,2,26,0,299.969964493603
1,1,27,0,1646.66027616847
1,2,27,0,347.452143123871
1,1,28,1,923.438173755357
1,2,28,0,223.858050356075
1,1,29,0,670.011649822905
1,2,29,0,158.169772497225
1,1,30,0,455.685195510766
1,2,30,0,184.814761882182
1,1,31,2,719.991195258378
1,2,31,1,63.8512410616366
1,1,32,1,521.990960253778
1,2,32,0,139.193928816791
1,1,33,0,727.94954241883
1,2,33,0,138.492833671897
1,1,34,0,377.741087709484
1,2,34,0,46.6007585299075
1,1,35,2,858.587945014327
1,2,35,0,115.880918276071
1,1,36,0,539.85030324861
1,2,36,0,108.091734130637
1,1,37,1,380.2875977304
1,2,37,0,116.559340776171
1,1,38,0,547.535283747947
1,2,38,0,91.3943422502257
1,1,39,0,425.130039532382
1,2,39,0,179.450911658326
1,1,40,0,296.369758206651
1,2,40,0,104.385815405861
1,1,41,1,538.660972349914
1,2,41,0,103.79361686727
1,1,42,0,137.439641098412
1,2,42,0,89.9822931705986
1,1,43,0,300.023320323312
1,2,43,0,136.377050241926
1,1,44,0,308.41407000158
1,2,44,0,79.1464294242949
1,1,45,0,179.238933577734
1,2,45,0,84.4920513895346
1,1,46,2,313.381379553389
1,2,46,0,175.528747994311
1,1,47,0,322.805047534966
1,2,47,0,156.339117186091
1,1,48,4,369.248980472156
1,2,48,0,89.2238947587898
1,1,49,2,308.28905420272
1,2,49,0,55.084179054704
1,1,50,0,317.590871444265
1,2,50,0,71.2852001752473
1,1,51,0,224.272356766832
1,2,51,1,142.652374200963
1,1,52,1,156.803265204443
1,2,52,1,50.7010539500302
1,1,53,0,151.152715713272
1,2,53,0,127.630273044472
1,1,54,0,237.712132555505
1,2,54,0,32.1293345495367
1,1,55,0,182.758249878702
1,2,55,0,59.9809678614293
1,1,56,0,173.117666995369
1,2,56,0,27.3444807943062
1,1,57,2,152.033146334325
1,2,57,1,29.6896039983207
1,1,58,3,119.076502529196
1,2,58,1,48.5157170292298
1,1,59,1,124.193946549469
1,2,59,0,38.5633429357415
1,1,60,2,100.147743857414
1,2,60,0,31.4233349885718
1,1,61,1,83.0889295617753
1,2,61,0,28.3386082618379
1,1,62,2,59.329130800397
1,2,62,0,28.2846453413599
1,1,63,0,88.5006585281185
1,2,63,0,13.5034163324086
1,1,64,2,44.6488821835364
1,2,64,0,24.0903451750841
1,1,65,1,55.519270145556
1,2,65,0,21.1435941369971
1,1,66,0,61.3355969557625
1,2,66,0,23.8503739442262
1,1,67,1,35.3802809289221
1,2,67,0,10.8961185835299
1,1,68,1,35.6192368749164
1,2,68,0,8.43618432840142
1,1,69,0,35.5647272060231
1,2,69,0,14.9891266790055
1,1,70,3,19.7658362578599
1,2,70,0,5.78519461758665
1,1,71,0,27.9680267799273
1,2,71,0,4.38990282682011
1,1,72,9,12.3255177474314
1,2,72,0,5.8587388167695
1,1,73,0,14.9804716784935
1,2,73,0,3.05718469763395
1,1,74,0,14.9866378972687
1,2,74,0,4.32748201071144
1,1,75,0,15.4003932781779
1,2,75,0,4.18579023589075
1,1,76,0,16.0209913343168
1,2,76,0,3.41618134054777
1,1,77,1,16.1836881829625
1,2,77,0,6.12755722749672
1,1,78,0,8.21721793333153
1,2,78,0,2.79903351008901
1,1,79,0,4.8266346099534
1,2,79,0,0.719699935727314
1,1,80,0,12.0809044689001
1,2,80,0,1.00695309950421
1,1,81,0,8.54874877593637
1,2,81,0,1.30084864458575
1,1,82,3,4.00194346722177
1,2,82,0,0.62593582033131
1,1,83,0,3.50452154400037
1,2,83,0,0.867777433839926
1,1,84,0,3.87786979064123
1,2,84,0,1.47852241240641
1,1,85,0,3.3716390986815
1,2,85,0,0.557346176662653
1,1,86,0,0.988650958117112
1,1,87,0,0.782022849550121
1,1,88,0,0.660762408343939
1,1,89,0,0.949499860520288
1,2,89,1,0.100560115908942
1,1,90,0,0.34843155676415
1,2,92,0,0.756876055176568
1,2,93,0,0.5376777784526
