exposure,sex,age,deaths,pys
1,2,77,0,2.00474531417256
1,1,78,0,3.63016756339343
1,2,78,0,3.62202036803899
1,1,79,0,6.23984687724469
1,2,79,1,1.87007250207137
1,1,80,0,5.06942076508946
1,2,80,0,1.04253698607071
1,1,81,0,0.659092254631046
1,2,81,0,0.277418387560968
1,1,82,0,0.345388074410157
1,2,82,0,0.207064309563145
1,2,83,0,0.376361494366186
1,1,86,0,1.12490777278661
1,1,87,0,1.93574946544802
1,1,88,0,0.556650046417808
1,1,89,0,1.14457720337105
1,2,89,2,0.0229267633469581
1,1,90,0,0.744967168563831
1,1,91,0,1.19907039209104
1,1,92,2,0.18783902495598
