exposure,sex,age,deaths,pys
1,2,60,0,31.0845360535405
1,1,61,0,94.2233482743772
1,2,61,0,12.3005511234836
1,1,62,2,78.4217380188182
1,2,62,0,12.3957331674011
1,1,63,0,92.5573514268046
1,2,63,0,19.6588972358527
1,1,64,4,66.1953767018222
1,2,64,0,13.3022638306799
1,1,65,3,102.736058402531
1,2,65,0,19.7855415148503
1,1,66,0,66.8624919666311
1,2,66,0,21.4248116820342
1,1,67,1,51.441584132181
1,2,67,0,12.723790456607
1,1,68,1,65.3529627352143
1,2,68,0,4.36509495522726
1,1,69,0,46.5212043877342
1,2,69,0,8.20340366327088
1,1,70,0,26.6091161622964
1,2,70,0,8.48739606280547
1,1,71,0,18.0450669649497
1,2,71,0,3.59730016128682
1,1,72,4,18.1509790950304
1,2,72,0,4.68520102427886
1,1,73,1,3.68341162026463
1,2,73,0,5.46106784449678
1,1,74,0,13.4212200032421
1,2,74,0,2.00392790632431
1,1,75,0,15.3404463685891
1,2,75,0,3.90399705029783
1,1,76,0,10.378594413303
1,2,76,0,4.52815752908553
1,1,77,1,14.1689179013626
1,2,77,0,2.75034282343852
1,1,78,0,8.5782092644597
1,2,78,2,1.84154326276135
1,1,79,3,12.7065781146666
1,2,79,0,1.93238997542389
1,1,80,0,8.82639515045248
1,2,80,0,1.00710392799601
1,1,81,2,5.17604451913273
1,2,81,0,0.74723738325305
1,1,82,0,8.58752130644395
1,2,82,0,1.23196469273097
1,1,83,0,2.974821087491
1,2,83,0,1.13624364346233
1,1,84,0,3.0776818112462
1,2,84,0,0.750238109756319
1,1,85,2,2.93607815301442
1,2,85,0,0.968242872727602
1,1,86,0,1.73521654868791
1,1,87,0,1.45516165256965
1,1,88,0,1.54450622391447
1,1,89,0,1.13018704794224
1,2,89,0,0.133305067659655
1,1,90,0,0.418493018620499
1,2,92,0,1.27113849107739
1,2,93,0,0.752587365606041
